ID,Date,Time,Location,Operator,Flight,Route,Type,Registration,CN_IN,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Summary,ClustID
164,9/9/1976,14:50,"OFF ADLER, RUSSIA",AEROFLOT / AEROFLOT,7957 /31,DONETSK - SOCHI /ROSTOV NA DONU - KERCH,ANTONOV AN-24 / YAKOVLEV YAK-40,46518/87772,37308504 / 9030713,90,90,0,0,0,"Midair collision at FL187.  ATC error. Fifty-two deaths on the Antonov, 38 on the Yak. Violation of separation rules. Contributing causes were insufficient visual alertness on the part of both crews and a lack of situation analysis based on air/ground radio communications.",High Fatality
165,9/10/1976,10:15,"NEAR GAJ, HRVATSKA, YUGOSLAVIA",INEX ADRIA AVIOPROMET / BRITISH AIRWAYS,330/476,SPLIT - KOLN / LONDON - ISTANBUL,MCDONNELL DOUGLAS DC-9-31 / TRIDENT 3B,YU-AJR/G-AWZT,47649741 / 2320,176,176,0,0,0,"Midair collision. ATC error, negligence in operations. Improper look-out duties on both aircraft. One hundred thirteen deaths on the DC-9 and 63 on the Trident. The entire shift of controllers were arrested. One was found guilty of criminal negligence and sentenced to seven years in jail but release after a little over two years.",High Fatality
166,9/19/1976,23:15,"KARATEPE MOUNTAINS, TURKEY",TURKISH AIRLINES (THY),Not Available,ISTANBUL - ANTALYA,BOEING B-727-2F2,TC-JBH,20982/1087,154,154,0,0,0,The aircraft struck Mt. Karatepa during an approach to land. The crew attempted a landing at Isparta instead of Antalya.,High Fatality
167,10/6/1976,13:24,"OFF BRIDGETOWN, BARBADOS",CUBANA DE AVIACION,455,BRIDGETOWN - KINGSTON,MCDONNELL DOUGLAS DC-8-43,CU-T1201,45611/48,73,73,0,0,0,Ten minutes after taking off from Barbados the aircraft reported an explosion aboard. The plane was seen below the overcast trailing smoke. The aircraft crashed into the Caribbean sea. Detonation of an explosive device in the aft of the cabin which initiated an uncontrollable fire which led to the incapacitation of the crew.,High Fatality
168,10/13/1976,1:37,"NEAR BOMBAY, INDIA",INDIAN AIRLINES,Not Available,MUMBAI - CHENNAI,SUD-AVIATION CARAVELLE VI-N,VT-DWN,231,95,95,0,0,0,"The aircraft crash landed in flames during an emergency landing. The right engine failed during takeoff. A fatigue crack in compressor led to engine destruction, severing of fuel lines and fire. The fire spread because the crew did not shut off the fuel supply.",High Fatality
169,11/28/1976,19:00,"MOSCOW, RUSSIA",AEROFLOT,Not Available,MOSCOW - LENINGRAD,TUPOLEV TU-104B,CCCP-42471,21204,72,72,0,0,0,The plane crashed during takeoff in poor weather conditions.,High Fatality
170,1/13/1977,18:15,"NEAR ALMA ATA,  KAZAKASTAN, USSR",AEROFLOT,3843,NOVOSIBIRSK - ALMA ATA,TUPOLEV TU-104A,CCCP-42369,86601203,96,96,0,0,0,"The aircraft was preparing to land when it was informed by the tower that its left engine was on fire. Shortly thereafter, the plane exploded and crashed 2 miles short of the runway.",High Fatality
171,2/15/1977,Not Available,"MINERALNYE VODY, RUSSIA",AEROFLOT,Not Available,TASHKENT - MINERALNYYE VODY,ILYUSHIN IL-18V,CCCP-75520,183006703,77,77,0,0,0,The plane crashed after an aborted landing.,High Fatality
172,3/27/1977,17:07,"TENERIFE, CANARY ISLANDS",PAN AMERICAN WORLD AIRWAYS / KLM,1736/4805,TENERIFE - LAS PALMAS / TENERIFE - LAS PALMAS,BOEING B-747-121 / BOEING B-747-206B,N736PA/PH-BUF,19643/11 / 20400/157,644,583,0,61,0.095,"Both aircraft were diverted to Tenerife because of a bombing at Las Palmas Airport. After an extended delay,  both planes were instructed to back track up the runway. The KLM plane reached its takeoff point while the Pan Am plane was still on the runway. The Pan Am plane continued up the runway missing the taxiway turnout. There was heavy fog on the runway. The KLM plane began its takeoff roll without permission with the Pan Am plane still on the runway. The KLM plane hit the Pan Am plane just as it was taking off. Both planes burst into flames.  KLM 234 + 14 crew,  Pan Am 326 + 9 crew killed. All aboard the KLM plane were killed. The Pan Am aircraft was named Clipper Victor. The KLM aircraft was named Rhine River.",High Fatality
173,4/4/1977,16:19,"NEW HOPE, GEORGIA",SOUTHERN AIRWAYS,242,HUNTSVILLE - ATLANTA,MCDONNELL DOUGLAS DC-9-31,N1335U,47393/608,85,62,8,23,0.271,The aircraft sustained a broken windshield and loss of power to both engines after penetrating a thunderstorm and encountering hail. The plane crash landed on a highway and exploded in flames. Total and unique loss of thrust from both engines while the aircraft was penetrating an area of severe thunderstorms with heavy precipitation and hail. Contributing factor was the failure of the company's dispatcher to provide the flight crew with up-to-date severe weather information.,High Fatality
174,5/27/1977,Not Available,"HAVANA, CUBA",AEROFLOT,Not Available,NOT AVAILABLE,ILYUSHIN IL-62M,CCCP-86614,51903,70,68,1,2,0.029,Struck power lines and crashed while attempting to land.,High Fatality
175,11/19/1977,21:48,"NEAR FUNCHAL, ISLAND OF MADEIRA, PORTUGAL",TAP (AIR PORTUGAL),425,BRUSSELS - FUNCHAL,BOEING B-727-282,CS-TBR,20972/1096,164,131,0,33,0.201,"The aircraft landed 1,000 ft. past the aiming point of the runway in heavy rain, overran the runway and plunged off a cliff during a third landing attempt. Hydroplaning, due to poor drainage on the runway. Excessive speed during landing.",High Fatality
176,12/2/1977,Not Available,"NEAR AL BAYDA, LEBANON",BALKAN BULGARIAN AIRLINES,Not Available,JEDDAH - BENGHAZI,TUPOLEV TU-154B,LZ-BTN,54,165,59,0,106,0.642,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed.",Low Fatality
177,12/4/1977,20:15,"STRAITS OF JOHORE, NEAR KAMPUNG LADANG, MALAYSIA",MALAYSIA AIRLINES,653,PENANG - KUALA LUMPUR,BOEING B-737-2H6,9M-MBD,20585/306,100,100,0,0,0,"During a hijacking and while descending from 21,000 to 7,000 feet, both pilots were shot and the aircraft crashed into a swamp.",High Fatality
178,1/1/1978,20:15,"OFF BANDRA, MAHARASHTRA, INDIA",AIR INDIA,855,BOMBAY - DUBAI,BOEING B-747-237B,VT-EBD,19959/124,213,213,0,0,0,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness.",High Fatality
179,3/1/1978,9:25,"LAX, LOS ANGELES, CALIFORNIA",CONTINENTAL AIRLINES,603,LOS ANGELES - HONOLULU,MCDONNELL DOUGLAS DC-10-10,N68045,46904,200,2,0,198,0.99,"While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershe's last flight before retiring.",Low Fatality
180,3/16/1978,Not Available,"VRASTSA, BULGARIA",BALKAN BULGARIAN AIRLINES,Not Available,SOFIA - WARSZAWA,TUPOLEV TU-134,LZ-TUB,8350501,73,73,0,0,0,Crashed shortly after takeoff. An undetermined emergency of some kind occurred during the climb after takeoff resulting in loss of control of the aircraft.,High Fatality
181,4/20/1978,Not Available,"NEAR MURMANSK, RUSSIA",KOREAN AIRLINES,902,PARIS - SEOUL,BOEING B-707-321B,HL-7429,19363/623,109,2,0,107,0.982,"The aircraft, which deviated off course, suffered rapid decompression after being fired upon by a Russian fighter. The aircraft made an emergency landing on a frozen lake.",Low Fatality
182,5/19/1978,Not Available,"POCHINOK, RUSSIA",AEROFLOT,Not Available,BAKU - LENINGRAD,TUPOLEV TU-154B,CCCP-85169,76A-169,134,4,0,130,0.97,The flight engineer accidentally shut off the automatitransferring of fuel from the sump tank. Eventually all three engines stopped and the plane crashed. Fuel starvation.,Low Fatality
183,6/26/1978,8:08,"TORONTO, CANADA",AIR CANADA,189,TORONTO - WINNIPEG,MCDONNELL DOUGLAS DC-9-32,C-FTLV,47197,107,2,0,105,0.981,"The aircraft overran the runway and crashed into a revine after an aborted takeoff due to a blown tire. The No. 3 tire failed on takeoff and debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff.",Low Fatality
184,9/25/1978,9:02,"SAN DIEGO, CALIFORNIA",PACIFISOUTHWEST AIRLINES / PRIVATE,182,LOS ANGELES - SAN DIEGO,BOEING B-727-214 / CESSNA 172,N533PS/N7711G,19688/589 / ,137,137,7,0,0,"Midair collision. The PSA was descending and about to land at Lindbergh Field. The Cessna was climbing while engaged in practice approaches. The 727 overtook and struck the Cessna from the rear. The primary cause was the PSA crew lost sight of the Cessna and did not make that fact known to the ATC.  The ATC failed to realize from the PSA transmissions that they lost sight of the Cessna. One hundred thirty-five killed on the PSA, two on the Cessna and seven on the ground. Crew fatigue may have played a part in the accident as there are unofficial reports that the crew attended an all night party and had only 2 hours sleep from the night before.",High Fatality
185,11/15/1978,23:30,"NEAR KATUNAYAKE, SRI LANKA",LOFTLEIDIR ICELANDIAIRLINES,Not Available,JEDDAH - COLOMBO,MCDONNELL DOUGLAS DC-8-SUPER 63CF,TF-FLA,46020/415,262,183,0,79,0.302,The aircraft crashed short of the runway into a coconut plantation while attempting to land in heavy rain.  Windshear. Excessive sink rate. Crew's non-conformance with approach procedures. Incorrect information supplied by the radar controller. Lack of an approach lighting system at Bandaranaike.,High Fatality
186,11/19/1978,11:00,"NEAR LEH, INDIA",MILITARY - INDIAN AIR FORCE,Not Available,CHANDIGARH - LEH,ANTONOV AN-12,Not Available,Not Available,77,77,1,0,0,Crashed into a mountain and burned short of the runway after experiencing engine failure.,High Fatality
187,12/17/1978,Not Available,"HYDERABAD, INDIA",INDIAN AIRLINES,Not Available,NOT AVAILABLE,BOEING B-737-2A8,VT-EAL,20485/277,132,1,3,131,0.992,"Couldn't climb on takeoff due to non-availability of leading edge slats, overran the runway and killed one passenger and  3 maintenance workers on the ground cutting grass. Nonavailability of leading edge devices immediately after rotation during take off.",Low Fatality
188,12/23/1978,0:39,"NEAR CINISI, SICILY, ITALY",ALITALIA,4128,ROME - PALERMO,MCDONNELL DOUGLAS DC-9-32,I-DIKQ,47227/334,129,108,0,21,0.163,The aircraft crashed into ocean during a landing approach. Poor monitoring of altitudes and too early a transition from ILS to visual flight procedures.,High Fatality
189,12/28/1978,18:15,"PORTLAND, OREGON",UNITED AIR LINES,173,DENVER - PORTLAND,MCDONNELL DOUGLAS DC-8-61,N8082U,45972/357,189,10,0,179,0.947,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain.",Low Fatality
190,3/17/1979,19:44,"NEAR MOSCOW, RUSSIA",AEROFLOT,Not Available,MOSCOW - ODESSA,TUPOLEV TU-104B,CCCP-42444,921001,106,86,0,20,0.189,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying aircraft type.,High Fatality
191,5/25/1979,15:04,"CHICAGO O'HARE, ILLINOIS",AMERICAN AIRLINES,191,"CHICAGO, IL- LOS ANGELES, CA",MCDONNELL DOUGLAS DC-10-10,N110AA,46510/22,271,271,2,0,0,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulisystem which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks.",High Fatality
192,8/11/1979,13:35,"DNEPRODZERZHINSK, UKRAINE, USSR",AEROFLOT / AEROFLOT,7880,TASHKENT - DONETSK - MINSK /CHELYABINSK TO KISHINEV,TUPOLEV TU-134A / TUPOLEV TU-134A,65735/65816,2351516 / 05040,178,178,0,0,0,"Midair collision at 27,200 ft. Separation error by air trafficontroller. Eight-four killed on the 65735 and 94 on the 65816. Fourteen players and 3 staff members of the Russian soccer team, Pakhtakor Tashkent were killed.",High Fatality
193,10/8/1979,Not Available,"ATHENS, GREECE",SWISSAIR,SR316,ZURICH - GENEVA - ATHENS - BOMBAY - BEIJING,MCDONNELL DOUGLAS DC-8-62,HB-IDE,45919/312,156,14,0,142,0.91,The aircraft overran the runway and crashed with the left wing and tail separating before the aircraft came to a rest. The crew touched down too far down the runway at a speed higher than normal after a non-stabilized final approach. The crew did not fully apply the braking systems after a touchdown under known adverse conditions.,Low Fatality
194,10/31/1979,5:42,"MEXICO CITY, MEXICO",WESTERN AIRLINES,2605,"LOS ANGELES, CA  - MEXICO CITY, MEXICO",MCDONNELL DOUGLAS DC-10-10,N903WA,46929/107,88,72,1,16,0.182,"The aircraft struck a vehicle after landing on a closed runway in fog. The tower warned the flight three times about the closed runway. Non-compliance with the meteorological minima for the approach procedure, as cleared.  Failure to comply with the aircraft's operating procedures during the approach phase, and landing on a runway closed to traffic.",High Fatality
195,11/26/1979,2:03,"NEAR AT TA'IF, JEDDAH, SAUDI ARABIA",PAKISTAN INTERNATIONAL AIRLINES,740,JEDDAH - KARACHI,BOEING B-707-340C,AP-AWZ,20275/844,156,156,0,0,0,After being airborne about a half an hour a cabin attendant reported a fire in the aft cabin area. Seventeen minutes later the aircraft crashed into a rocky desert while attempting an emergency landing. The blaze may have been started by a passenger possibly from a leaking kerosene stove carried aboard by a Haj pilgrim passenger.,High Fatality
196,11/28/1979,12:49,"NEAR MT. EREBUS, ROSS ICE SHELF, ANTARCTICA",AIR NEW ZEALAND,901,AUCKLAND - CHRISTCHURCH,MCDONNELL DOUGLAS DC-10-30,ZK-NZP,46910/182,257,257,0,0,0,"The aircraft crashed into the slopes of Mt. Erebus while on sightseeing flight to Antarctica. An incorrect computer-stored flight plan resulted in a navigational error directing the flight towards Mt. Erebus. Because of overcast, the crew descended below authorized altitude. Contributing to the accident was the crew's inexperience with flying the Antarctiroute. Information about the navigational errors was suppressed by officials.",High Fatality
